lead_id,lead_indicator,date_part,source,customer_group,onboarding,customer_code,purchases,time_spent,n_visits
530,1.0,2024-01-01,signup,3,False,DZHTRLDBIX,0.4666666666666667,0.3679646603997758,0.3777777777777778
533,1.0,2024-01-07,signup,6,False,XOLXNLHBCZ,0.13333333333333333,0.4612794283664937,0.4222222222222223
534,1.0,2024-01-24,signup,6,True,IEXGHXCYGL,0.4666666666666667,0.4207358572975076,0.13333333333333333
537,0.0,2024-01-12,signup,2,False,PSOJFGSNNP,0.4,0.3135451440013933,0.15555555555555556
539,0.0,2024-01-26,signup,2,False,SYJUCSTRZE,0.4666666666666667,0.5490887929835694,0.13333333333333333
557,0.0,2024-01-08,signup,6,False,LVJQWQXXLU,0.7333333333333333,0.4155857506813966,0.022222222222222223
558,1.0,2024-01-10,signup,6,False,NHTYEOTPZH,0.26666666666666666,0.5288988026038054,0.1111111111111111
566,0.0,2024-01-30,signup,7,False,NAOXGOYWZF,0.3333333333333333,0.5337417246685409,0.0
575,1.0,2024-01-09,signup,4,True,REYBGTVOKY,0.3333333333333333,0.37501790447749206,0.4444444444444445
576,0.0,2024-01-10,signup,5,False,NJEBHCDREE,0.4,0.5084598953464451,0.15555555555555556
580,0.0,2024-01-08,signup,3,True,YKEOETLNNG,0.6,0.3005885346516678,0.022222222222222223
582,0.0,2024-01-14,signup,8,True,ETCAJJRHIP,0.3333333333333333,0.609721409657947,0.06666666666666667
592,0.0,2024-01-26,signup,2,False,CNKVNFRBSZ,0.26666666666666666,0.43168248248928054,0.13333333333333333
593,0.0,2024-01-12,signup,6,False,FCNTCDPNMW,0.3333333333333333,0.4203305301474395,0.17777777777777778
598,0.0,2024-01-01,signup,3,True,UFFRUFQLMG,0.26666666666666666,0.6728128744376046,0.0
599,0.0,2024-01-20,signup,8,True,LPGTEFYWJL,0.06666666666666667,0.3610192903874424,0.022222222222222223
602,0.0,2024-01-03,signup,1,False,EHMMMGVKOA,0.5333333333333333,0.6914085837200713,0.022222222222222223
605,0.0,2024-01-25,signup,6,False,DWYVEJRRSW,0.26666666666666666,0.03970752618009954,0.13333333333333333
611,1.0,2024-01-02,signup,6,True,FFUBCHUAGP,0.26666666666666666,0.252621793703098,0.2888888888888889
614,1.0,2024-01-14,signup,6,True,JYFIJESLYA,0.13333333333333333,0.45599015262910936,0.33333333333333337
616,0.0,2024-01-08,signup,5,False,ZCNHYQKMGM,0.2,0.6444954508027053,0.0
619,1.0,2024-01-29,signup,2,False,RGKHMWRUXA,0.6,0.5347728516427196,0.3777777777777778
624,1.0,2024-01-11,signup,5,True,UGHFDHTXRD,0.4,0.5233781125933722,0.31111111111111117
625,0.0,2024-01-17,signup,6,True,RJISFSBNJB,0.4,0.59705511903729,0.022222222222222223
627,1.0,2024-01-10,signup,6,False,RNPBRFDQDX,0.06666666666666667,0.5428733771716344,0.08888888888888889
632,1.0,2024-01-02,signup,5,True,QYTZJRDRIM,0.4,0.35851881714532363,0.2888888888888889
640,0.0,2024-01-12,signup,6,False,BIHFEVBUIM,0.2,0.6366599560194189,0.022222222222222223
642,0.0,2024-01-06,signup,8,True,SSKURYLYZP,0.3333333333333333,0.2745764115946424,0.022222222222222223
643,0.0,2024-01-24,signup,7,True,GIBIFRRMAT,0.4,0.48277719563750787,0.0
654,0.0,2024-01-07,signup,3,False,NJXMZWWFIW,0.3333333333333333,0.5154814156259798,0.06666666666666667
658,1.0,2024-01-15,signup,3,True,GVIKENFAAJ,0.4,0.6438060408295864,0.3777777777777778
671,1.0,2024-01-28,signup,9,False,VNWHTKCVXP,0.26666666666666666,0.4436333988509099,0.2666666666666667
690,0.0,2024-01-16,signup,9,True,SQNBXJNFSJ,0.3333333333333333,0.6427769111097593,0.022222222222222223
698,0.0,2024-01-03,signup,9,False,HMNFUOVOWZ,0.2,0.5962331282983767,0.31111111111111117
704,0.0,2024-01-27,signup,8,True,FMGLODWJAI,0.3333333333333333,0.6413028479244695,0.022222222222222223
706,0.0,2024-01-28,signup,3,True,CEDWZBKFLE,0.13333333333333333,0.37545428961506133,0.0
708,0.0,2024-01-06,signup,3,True,HINGPSFRDB,0.6666666666666666,0.4480928622753081,0.1111111111111111
710,1.0,2024-01-14,signup,5,True,MTPFPWDOPG,0.4666666666666667,0.5324285752764694,0.31111111111111117
715,1.0,2024-01-29,signup,2,False,PUHGEATEQG,0.4666666666666667,0.46431700976560253,0.17777777777777778
718,0.0,2024-01-17,signup,1,True,XGFYZZUXJR,0.26666666666666666,0.7251378854712621,0.06666666666666667
720,1.0,2024-01-19,signup,1,False,HZFVXJXGEL,0.2,0.5409066470850529,0.33333333333333337
723,1.0,2024-01-12,signup,8,False,BBSEAEVOWC,0.3333333333333333,0.20204867002461457,0.31111111111111117
737,1.0,2024-01-03,signup,9,False,GHNCYYMMTP,0.3333333333333333,0.5752038086684009,0.17777777777777778
740,0.0,2024-01-26,signup,9,True,WWXKLNYLDU,0.3333333333333333,0.5937215343437617,0.06666666666666667
741,0.0,2024-01-18,signup,4,True,DIZVUCIXFY,0.6,0.5298263901484702,0.08888888888888889
745,1.0,2024-01-02,signup,8,False,SPLUQDKFMN,0.2,0.5565795161232744,0.46666666666666673
758,1.0,2024-01-02,signup,8,True,WYRHXLWMAY,0.5333333333333333,0.43627752007313203,0.22222222222222224
759,1.0,2024-01-15,signup,9,True,WQCXHPIDID,0.13333333333333333,0.40176120896877865,0.33333333333333337
762,0.0,2024-01-03,signup,4,False,AORSCBDFWI,0.26666666666666666,0.4081070672930881,0.06666666666666667
771,1.0,2024-01-01,signup,3,True,GQAPHMNXBK,0.26666666666666666,0.5385813029871217,0.6222222222222222
774,1.0,2024-01-17,signup,5,False,BZJCNBMXML,0.26666666666666666,0.6977072934456087,0.4444444444444445
776,0.0,2024-01-10,signup,7,True,RDPYIQZBMC,0.4,0.32884810754930494,0.15555555555555556
779,1.0,2024-01-08,signup,6,False,MFQNWOZXMS,0.4,0.5387096606852474,0.2888888888888889
781,1.0,2024-01-07,signup,1,True,OYYQXPXEKZ,0.4,0.5347202726208161,0.2666666666666667
786,1.0,2024-01-31,signup,6,False,HSJVHVITCA,0.3333333333333333,0.5999487038737094,0.2666666666666667
789,1.0,2024-01-01,signup,8,True,JXWKANDJCR,0.4666666666666667,0.613273776797011,0.2666666666666667
791,1.0,2024-01-03,signup,4,False,RCHBBHXNVX,0.26666666666666666,0.5227513336569306,0.4222222222222223
794,0.0,2024-01-05,signup,5,False,CMNXJCHIIP,0.3333333333333333,0.631687589957321,0.46666666666666673
797,1.0,2024-01-21,signup,9,True,GDMEBGLZFE,0.2,0.503066171038559,0.6
802,1.0,2024-01-08,signup,7,False,LBIFWPYBWF,0.4666666666666667,0.687699910498759,0.4444444444444445
807,1.0,2024-01-04,signup,5,False,UJKCVSBKNM,0.3333333333333333,0.5032502773826438,0.3777777777777778
813,1.0,2024-01-28,signup,5,False,IYNCYSMWUV,0.26666666666666666,0.5539601573260876,0.5111111111111111
816,1.0,2024-01-19,signup,9,True,YLCEHNZABA,0.26666666666666666,0.4844402621950611,0.22222222222222224
821,0.0,2024-01-17,signup,2,False,SSZDSRLDJP,0.4666666666666667,0.42892236285612795,0.04444444444444444
831,0.0,2024-01-06,signup,1,True,HIGFFFZBXL,0.2,0.44455321921879454,0.04444444444444444
835,0.0,2024-01-18,signup,5,False,XOKTNESPEO,0.26666666666666666,0.5552129857442482,0.04444444444444444
836,1.0,2024-01-18,signup,6,True,EJFQSWZBJA,0.13333333333333333,0.5100571100296328,0.15555555555555556
838,1.0,2024-01-10,signup,7,False,VPYDBZVHTE,0.3333333333333333,0.5997199217319048,0.33333333333333337
839,1.0,2024-01-05,signup,5,False,SAAFCDSWCC,0.4666666666666667,0.4270805941618684,0.46666666666666673
842,0.0,2024-01-23,signup,9,True,MHZLKADZAW,0.13333333333333333,0.6257393478642409,0.08888888888888889
850,0.0,2024-01-23,signup,2,False,LYWGSLNBTH,0.2,0.5128803246639996,0.08888888888888889
860,1.0,2024-01-27,signup,2,False,FOUNMYYFHQ,0.6666666666666666,0.7974294411127766,0.31111111111111117
865,1.0,2024-01-06,signup,2,False,YTNTDRSNDE,0.2,0.40855246618889207,0.1111111111111111
866,0.0,2024-01-13,signup,2,True,JMTGMQDPTP,0.06666666666666667,0.4518910748016284,0.022222222222222223
870,0.0,2024-01-22,signup,6,False,MHCYGCCQFU,0.06666666666666667,0.547046087433447,0.04444444444444444
880,0.0,2024-01-27,signup,1,True,TUICNOJJRT,0.4,0.7421585978863036,0.04444444444444444
883,0.0,2024-01-03,signup,7,False,ACJHDYBUCE,0.5333333333333333,0.6033961467962267,0.06666666666666667
888,0.0,2024-01-17,signup,3,True,YOBNHOXFYF,0.3333333333333333,0.23880974720232417,0.22222222222222224
890,1.0,2024-01-14,signup,5,False,QBKPIJNJYF,0.7333333333333333,0.7778164916979481,0.2888888888888889
892,1.0,2024-01-26,signup,2,True,DFSUMGNCSD,0.5333333333333333,0.5630908530393143,0.24444444444444444
893,0.0,2024-01-24,signup,4,True,GWNOZVRSRB,0.3333333333333333,0.559063427705703,0.08888888888888889
895,0.0,2024-01-23,signup,8,True,VWTTZIOENI,0.13333333333333333,0.38002249342940286,0.04444444444444444
900,0.0,2024-01-27,signup,3,True,XNYHBTBNDJ,0.13333333333333333,0.4303055947988711,0.0
915,0.0,2024-01-04,signup,1,True,YMFDNPQKIM,0.3333333333333333,0.7878406596587338,0.15555555555555556
919,0.0,2024-01-15,signup,4,True,HJLDOUDXLN,0.4,0.644735586715801,0.33333333333333337
921,0.0,2024-01-17,signup,5,True,HHZAADKBJV,0.3333333333333333,0.565087670352591,0.2666666666666667
923,1.0,2024-01-27,signup,4,True,VFVYNUSVFY,0.4666666666666667,0.3742240506400697,0.13333333333333333
926,0.0,2024-01-23,signup,1,False,ENRJFZMQNM,0.2,0.5985319815112825,0.22222222222222224
927,1.0,2024-01-16,signup,5,False,PIKNMLKDKF,0.26666666666666666,0.4664119793646556,0.33333333333333337
928,1.0,2024-01-17,signup,1,True,UXDNPTPECX,0.3333333333333333,0.4161016360094981,0.8
929,0.0,2024-01-14,signup,3,False,RRHIJXCZOY,0.26666666666666666,0.4726731933485703,0.0
934,0.0,2024-01-12,signup,5,True,JHLUZDSKYM,0.13333333333333333,0.38965317585451176,0.0
940,0.0,2024-01-06,signup,7,True,JMOOHGXTWM,0.3333333333333333,0.4142954481832387,0.0
941,1.0,2024-01-04,signup,9,False,CNGHVSGEHT,0.4666666666666667,0.6284119077089619,0.24444444444444444
943,1.0,2024-01-26,signup,4,False,SJGRDZTJOQ,0.26666666666666666,0.4680260658756078,0.5111111111111111
944,0.0,2024-01-23,signup,4,True,AKRULLBMLT,0.26666666666666666,0.29447814671979866,0.24444444444444444
945,0.0,2024-01-12,signup,5,True,VRSTCDGDOY,0.5333333333333333,0.37023553682511634,0.08888888888888889
946,0.0,2024-01-13,signup,1,True,ZXOFCYLMSV,0.5333333333333333,0.4571033276446482,0.3777777777777778
949,1.0,2024-01-13,signup,5,False,COGAXYVMUI,0.13333333333333333,0.5554016042693032,0.13333333333333333
952,0.0,2024-01-20,signup,5,False,WWYOUYKKUS,0.4,0.5701452942867266,0.0
957,0.0,2024-01-18,signup,2,True,TTVFUYMIVE,0.3333333333333333,0.3426601253962064,0.022222222222222223
958,0.0,2024-01-27,signup,5,False,QESSCBULEN,0.26666666666666666,0.6247556710869845,0.04444444444444444
960,0.0,2024-01-29,signup,9,True,KSKDFVQOHW,0.4,0.49753494740061066,0.04444444444444444
969,0.0,2024-01-15,signup,5,False,XFRFGSVNMA,0.2,0.5255740107417871,0.022222222222222223
970,1.0,2024-01-19,signup,2,True,FIRKVYKSOI,0.26666666666666666,0.47061402676273756,0.46666666666666673
973,0.0,2024-01-17,signup,7,True,REBSMLGTTT,0.3333333333333333,0.4645070183207268,0.022222222222222223
974,0.0,2024-01-21,signup,6,True,LJMVWKYUUM,0.13333333333333333,0.41952660562662347,0.04444444444444444
983,0.0,2024-01-01,signup,1,False,TDQIHBITTJ,0.26666666666666666,0.6480939905761859,0.04444444444444444
988,0.0,2024-01-17,signup,7,False,AJNLYNBTPO,0.3333333333333333,0.369610600459226,0.022222222222222223
993,1.0,2024-01-31,signup,1,False,FLXCREYSVB,0.4,0.6320407167273415,0.2888888888888889
995,0.0,2024-01-15,signup,8,True,DUNFDNCKWM,0.3333333333333333,0.5182842690641228,0.0
997,0.0,2024-01-11,signup,4,False,DBMQVILOCG,0.13333333333333333,0.3482594738353709,0.15555555555555556
999,0.0,2024-01-27,signup,6,False,KCOFGBIBCI,0.6,0.5217201042025236,0.24444444444444444
1004,1.0,2024-01-29,signup,5,False,LORDOPYUBO,0.3333333333333333,0.58672003052319,0.5111111111111111
